"","chr","pos","Bw3","Bw4","Bw5","Bw6","Afw","Afp","Mw","Liver","Kidney","Spleen"
"c2.loc4","2",18.6271,0.303593797528492,0.64579260226364,1.33246982001253,1.42129523247070,1.16484062583808,0.652693327288489,0.908023941741135,1.69986636052496,1.95321933681502,0.0385652070432911
"D2Mit151","2",18.921,0.293600313453652,0.650721283125534,1.32714996291884,1.42733417105626,1.16520587406288,0.653302934033348,0.846492206267129,1.68459052471201,1.98125242585768,0.0331807165264593
"c2.loc6","2",20.6271,0.319949661499948,0.701195007272702,1.39065994703159,1.50331015793043,1.28908022801093,0.753756550593096,0.848376418657381,1.84624688408701,2.17872719932573,0.031455144708076
"c2.loc8","2",22.6271,0.352618485236945,0.76083112419326,1.45837542001334,1.58841234305822,1.44055547465197,0.882896617454549,0.837835730012756,2.04015139803568,2.40502458015783,0.0300981106624647
"c2.loc10","2",24.6271,0.384520640504888,0.817024793807519,1.51060475502214,1.66302969090071,1.59002872356163,1.01759941920028,0.809277672609937,2.22390228011892,2.60947733073218,0.0308031340123023
"c2.loc12","2",26.6271,0.411327988470134,0.864414750936902,1.53796701749886,1.72022909381531,1.72624209372978,1.14834144045116,0.759496318571053,2.38125816902426,2.77883439981827,0.0356316246090387
"c2.loc14","2",28.6271,0.427920063068541,0.897253131716127,1.53257096841054,1.75384457518823,1.83828661492765,1.26551034344814,0.688090367644605,2.49963156073777,2.90543811601516,0.0469426891094713
"c2.loc16","2",30.6271,0.430125752925704,0.910978535215662,1.49066227293443,1.75970723694797,1.91826516737945,1.36193816117819,0.598588009876607,2.57142551642472,2.98623484191852,0.0664867778503151
"c2.loc18","2",32.6271,0.416598887160916,0.903892636485295,1.41449598122040,1.73656571307484,1.96274938684047,1.43405291069399,0.498400535174113,2.59340641932813,3.02139194045043,0.0943904866616947
"c2.loc20","2",34.6271,0.389545521477345,0.87793308347554,1.31236041276296,1.68643804721975,1.972683959335,1.48155641011132,0.397145802285195,2.56598306718283,3.01368386782333,0.128892979735468
"c2.loc22","2",36.6271,0.353753797926203,0.837917739456032,1.19630195410696,1.61425483799013,1.95236173884268,1.50643532480893,0.30381131597224,2.49298006904567,2.96836034392979,0.167134985189875
"c2.loc24","2",38.6271,0.314624062746105,0.789718718941742,1.07842980718095,1.52686969987917,1.90817314887084,1.51201693479365,0.224288447538697,2.3816573475537,2.89273661210595,0.206305894938311
"c2.loc26","2",40.6271,0.276475846442509,0.738541531875796,0.967817558214932,1.43171874382992,1.84737129272028,1.50224935987734,0.160651220582849,2.24255183988780,2.79521206645637,0.244370297144286
"c2.loc28","2",42.6271,0.241884820162511,0.688093098224527,0.869422099964368,1.33551638606309,1.77689746760942,1.48113191373378,0.112072204854343,2.08855317079664,2.68404130696315,0.280208482622896
"D2Mit92","2",42.7415,0.240041347912126,0.685281495568518,0.86420756760839,1.33009679576853,1.77270039344072,1.47965872438957,0.109704508670518,2.07957188197679,2.67742503008039,0.282180046039201
"c2.loc30","2",44.6271,0.285734721426053,0.734613981972132,0.94644273523292,1.44397408649007,1.88949196383251,1.57231942932563,0.111810151685120,2.25209841723543,2.75092655815192,0.373943596763269
"c2.loc32","2",46.6271,0.344678453158053,0.79082489712161,1.03894593030546,1.55373373366999,2.00367765866346,1.66408588643833,0.113079451423545,2.40853342193505,2.79666020669161,0.490131567931854
"c2.loc34","2",48.6271,0.412973619852522,0.847074653801229,1.13059185779252,1.64061505842466,2.09839344694731,1.74264887756257,0.112547559113466,2.53004909877991,2.80162097689025,0.618479775990153
"c2.loc36","2",50.6271,0.486609913596993,0.89928423569907,1.21438647284410,1.69546154264623,2.16542726988365,1.80231870253323,0.109469610999412,2.61489460910646,2.75988077879741,0.748840278930089
"c2.loc38","2",52.6271,0.559663026177333,0.944072393379713,1.28420312945448,1.71308692685844,2.19935508863455,1.83927860893161,0.103568300693468,2.66390714130748,2.66870663380041,0.8716407993127
"c2.loc40","2",54.6271,0.626136159334578,0.97907458392831,1.33570480323871,1.69235818019567,2.19776454500365,1.85150983685139,0.0953170910954952,2.67814284143607,2.5298667136897,0.981143134087432
"c2.loc42","2",56.6271,0.681735607467829,1.00309663761197,1.36673877555526,1.63602037568401,2.16106199560895,1.83835005184523,0.0858302518069536,2.65874164604197,2.35031859427956,1.07513519693524
"c2.loc44","2",58.6271,0.724615688882693,1.01617688046275,1.37742100551651,1.55066437586467,2.09273085412653,1.80089194176961,0.0763756603785737,2.60822743517264,2.14191679913213,1.15165500949990
"c2.loc46","2",60.6271,0.755128188872135,1.01947851535678,1.36998854585755,1.44627792553914,1.99977718608051,1.74305065161980,0.0678836747557625,2.53148912109671,1.91975465270652,1.20719759754715
"c2.loc48","2",62.6271,0.775053818884373,1.01499002464303,1.34837867423545,1.33432647697722,1.89207206692495,1.67167088011027,0.060776607627048,2.43546388721913,1.69903689490158,1.23909056336277
"D2Mit447","2",62.631,0.775083848777427,1.01497519485804,1.34832580563901,1.33410773218924,1.89185463915771,1.67152378119522,0.0607641657135787,2.43526282394345,1.69861645373982,1.23913026847259
"c2.loc50","2",64.6271,0.739211597895803,1.02183466724591,1.36960794823460,1.37855782810388,1.91035264394719,1.68844448607646,0.0625389682898856,2.4981273245038,1.71438011430186,1.27795511185707
"c2.loc52","2",66.6271,0.694106577894303,1.02150360798512,1.38598241772837,1.42125894469675,1.92345502666535,1.69947192694534,0.0638632497925755,2.56007420595228,1.72464071989121,1.31455945721666
"c2.loc54","2",68.6271,0.638555688612087,1.01336283804136,1.39711084865314,1.46145631571264,1.93021638540745,1.70269338602526,0.0649092022793241,2.61987724435795,1.72744301528292,1.34676056634564
"c2.loc56","2",70.6271,0.571572327233014,0.997616664704708,1.40348689225854,1.49901727951851,1.93048391154144,1.69652502329313,0.0662294953778542,2.67594833937757,1.72058535300970,1.37202123788555
"c2.loc58","2",72.6271,0.492834917676333,0.975776157556254,1.40677018387498,1.53458181595727,1.92536352214074,1.68012510637945,0.0690235056901543,2.72571621460744,1.70172025975407,1.38754152260492
"c2.loc60","2",74.6271,0.403262794749367,0.951238121554809,1.41003058552718,1.56952706330847,1.91758965683579,1.65386471676396,0.0754576510209404,2.76524833183269,1.66864846238691,1.39057580306573
"c2.loc62","2",76.6271,0.305821954351899,0.929622097499845,1.41743008174649,1.60538326083883,1.91118361245452,1.61959081554065,0.0888676974741998,2.78961055078696,1.61976515395178,1.37887989123828
"c2.loc64","2",78.6271,0.206489694279099,0.918042380123751,1.43282703766562,1.64270241470788,1.90958037619220,1.5803036768325,0.113453234288841,2.79415704887496,1.55454342688978,1.35120538666419
"c2.loc66","2",80.6271,0.114974675990283,0.92241306887945,1.45767198367199,1.68011095175984,1.91270184863069,1.53896932333370,0.152994157743279,2.77600970513402,1.47387243028626,1.30769301135575
"c2.loc68","2",82.6271,0.044029612504346,0.943966743557127,1.49007688255236,1.71454136443830,1.91613818053889,1.49698706900054,0.208796481688353,2.73479498866861,1.38009169028035,1.25000723466655
"c2.loc70","2",84.6271,0.00562193840335112,0.978587976423398,1.52605429315071,1.74253120195837,1.91386561263656,1.45368711996824,0.278409219952152,2.67230429053551,1.27666257815153,1.18112047449733
"c2.loc72","2",86.6271,0.0047366488120133,1.01954972211772,1.56132818758090,1.76142389443567,1.90124796172910,1.40734017069292,0.356449141629582,2.59129176804741,1.16755864041686,1.10479432639684
"c2.loc74","2",88.6271,0.0367214801915452,1.06043059108654,1.59225070640875,1.76975935028113,1.87604947471473,1.35651984693632,0.436720718021775,2.49411745888018,1.05663750889234,1.02493033898426
"c2.loc76","2",90.6271,0.0912118032777016,1.09653351051853,1.61599278655009,1.76706304026985,1.83809037917484,1.30079427806905,0.513969888285231,2.38224447855029,0.947274579687075,0.9449945575426
"c2.loc78","2",92.6271,0.157534181217983,1.12519577370426,1.63060181099328,1.75354384316978,1.78857326776966,1.24073860877806,0.584652511517248,2.2569297176465,0.842275494343369,0.867662975879625
"c2.loc80","2",94.6271,0.227441576956920,1.14554968683623,1.63511045500562,1.72995923235877,1.72951824363611,1.17762974987230,0.646958327369077,2.12029966719845,0.743892031675713,0.794721939059059
"c2.loc82","2",96.6271,0.295526947347099,1.15803193295986,1.62958030983253,1.69757606061833,1.66336049340345,1.11307759633686,0.700462894420355,1.97586429303203,0.653807303007,0.727165825243901
"c2.loc84","2",98.6271,0.35869448696198,1.16383513623236,1.61497287238515,1.65807999750703,1.59264977951077,1.04870916721922,0.745664462839159,1.82822090988699,0.573098060912443,0.665390334533981
"c2.loc86","2",100.6271,0.415464231039465,1.16443939314325,1.59286593450364,1.61339220930464,1.51980934503734,0.985949975280477,0.783554236127458,1.68224906693339,0.502219168527446,0.609393053564901
"c2.loc88","2",102.6271,0.465384600892492,1.16129150931138,1.56511362088690,1.56544506104842,1.44695370754542,0.925908991779664,0.815291724813733,1.54225590545818,0.441052736869821,0.558934883726266
"D2Mit266","2",103.8287,0.492130570740585,1.15812451652388,1.54649762448136,1.53581245053485,1.40390104707433,0.89147565336566,0.83187465346191,1.46239935395977,0.408751277156341,0.531134284163642
"D3Mit151","3",15.183,0.192038980503753,0.101398064106661,0.520084335585835,0.724503836061189,0.227197070915366,0.0575036595394351,0.496842109197729,2.10573240339903,0.636386662815539,1.80740962984711
"c3.loc2","3",17.183,0.229738341285298,0.128203697922629,0.582681791199917,0.7780322572427,0.242299954927461,0.0609580962717189,0.530607658891824,2.29273687815586,0.724757467442828,1.80019874394247
"c3.loc4","3",19.183,0.278049748286094,0.161464002601122,0.649741549217339,0.829295817684255,0.255204185834941,0.0636474428058307,0.567705024762461,2.48252760491279,0.82036472915506,1.77723233967620
"c3.loc6","3",21.183,0.337418501548683,0.201758879143426,0.720905189065491,0.875722438368086,0.265045512291834,0.0656438703487652,0.608114794682052,2.66554847495507,0.919098490472848,1.73583783586278
"c3.loc8","3",23.183,0.406540109349152,0.249172221707170,0.796164141551657,0.914970941938094,0.272058405767012,0.0678499569487201,0.650976005888197,2.83015818391644,1.01534512213294,1.67411637983494
"c3.loc10","3",25.183,0.482041337041068,0.302908042054895,0.875532960677077,0.945321978957423,0.277927351364951,0.0720987497221586,0.69380858917566,2.96436316300709,1.10261478797409,1.59175714238941
"c3.loc12","3",27.183,0.559010965975148,0.36096684025344,0.958054466450335,0.9658072210689,0.285229829291524,0.0806102631084968,0.731972600449694,3.05796996329418,1.17448051000413,1.49099265538854
"c3.loc14","3",29.183,0.632145248263612,0.420169202940571,1.04058282882860,0.975991499671096,0.296017892820117,0.0949338865165998,0.759202788343885,3.10428287380493,1.22568243922439,1.37718864600566
"c3.loc16","3",31.183,0.696912553923028,0.476694556851271,1.11749305193493,0.975638084963663,0.310612277917073,0.115159874455998,0.769546315946968,3.10092200739227,1.25325214582445,1.25832005865132
"c3.loc18","3",33.183,0.750376914066265,0.526962822753603,1.18204995009745,0.96467584915655,0.327686224301374,0.140034595116617,0.759834582014662,3.0498962438882,1.25737989293535,1.14297026704219
"c3.loc20","3",35.183,0.791537160758253,0.568442321884305,1.22867420458067,0.943603821830095,0.34536657436135,0.167729766388533,0.731242077287817,2.9572333654974,1.24149088552373,1.03773531523859
"c3.loc22","3",37.183,0.821118414187538,0.600039200549901,1.25469779779866,0.91393384139647,0.362243093368988,0.196576674883659,0.68885722278415,2.83225161154223,1.21110164234247,0.945767023230644
"D3Mit73","3",37.825,0.828442592029063,0.608096538224686,1.25871983005464,0.902977439273883,0.367368851376654,0.205873382467701,0.673434266436828,2.78711052476039,1.19923807017514,0.919135033564231
"c3.loc24","3",39.183,0.923800243056917,0.58988562035637,1.26593659504550,0.834674207381056,0.418926050502392,0.27409174585722,0.670822295813394,2.65298956503601,1.19506115366377,0.787171655918257
"c3.loc26","3",41.183,1.08240939379533,0.56197040018506,1.29210458334541,0.7330989096819,0.512882351126251,0.401504800037799,0.653450475040728,2.42298047445735,1.18408647321155,0.595363492639905
"c3.loc28","3",43.183,1.24101288158261,0.531479528030474,1.33407420199410,0.63657315857202,0.621457861454644,0.55334027992555,0.613847637900136,2.16760654213144,1.17366623948817,0.413997131218025
"c3.loc30","3",45.183,1.36581208704496,0.495741120802933,1.37638354674306,0.548967065713498,0.728426848428967,0.709716143112104,0.54724600946389,1.91187274707457,1.17088884857398,0.253200820532726
"c3.loc32","3",47.183,1.42901274163086,0.452502222857333,1.39312422048044,0.469011826550457,0.813587084712992,0.845306072125652,0.455825948960637,1.68762826059236,1.1723235901069,0.124846143291279
"c3.loc34","3",49.183,1.42253232417352,0.402778278504627,1.36191363653441,0.395485574857702,0.862367811869689,0.941022105848106,0.352042381483244,1.51299396204880,1.15890434635627,0.0399439418993666
"c3.loc36","3",51.183,1.35947468194470,0.351765980840668,1.28073032072146,0.333775477198799,0.872035252356739,0.990769996657434,0.254195102134531,1.37673438630358,1.10896461165957,0.00401942563831881
"D3Mit42","3",52.942,1.27696286010388,0.311107440350554,1.18723047622271,0.295834192763124,0.854484365539122,1.00087242825478,0.183677642256072,1.2708924428957,1.03182751775812,0.0112405044620232
"c3.loc38","3",53.183,1.28330420953091,0.315213978649638,1.19718626262380,0.303769488725095,0.8542780667199,0.99625465489038,0.184113108272982,1.27098822083556,1.02898547097665,0.0129140814889865
"c3.loc40","3",55.183,1.32475910482839,0.352119084955234,1.28710346288946,0.382199172826404,0.85213308764969,0.953477611803692,0.184460050078172,1.27616821129769,1.00596127909265,0.0395135689432777
"c3.loc42","3",57.183,1.33952237340878,0.392801018670582,1.38577004720435,0.485240508882612,0.847909823849307,0.90132148463178,0.177478181018785,1.29241313077736,0.983511853112233,0.0940854556240254
"c3.loc44","3",59.183,1.31787922964659,0.433989234431095,1.47998039318890,0.611446475212972,0.838501621199867,0.837683383882109,0.161299287500015,1.32382668625763,0.958225755135203,0.183165429734544
"c3.loc46","3",61.183,1.25182628303222,0.47049371648302,1.54868149625884,0.749521059693166,0.819350879067542,0.76100730293706,0.135210241010469,1.36915985211982,0.922107042030447,0.309170552009277
"c3.loc48","3",63.183,1.13807971986412,0.496234079420276,1.57084096641506,0.878955568367957,0.785713409065579,0.671505375933435,0.100937011730224,1.41559083925432,0.86524920480609,0.466687611084467
"c3.loc50","3",65.183,0.981205715823478,0.506539519443209,1.53465600668881,0.979035078541244,0.734947454757958,0.572432355140336,0.0635215981652664,1.44189909918947,0.782412129004072,0.641566618861987
"c3.loc52","3",67.183,0.795649738363238,0.500532630581205,1.44195965038062,1.03773813105548,0.66856441362242,0.470470086451655,0.0305752717684413,1.43131626757489,0.678459109302693,0.81506372333061
"c3.loc54","3",69.183,0.604485069198432,0.481768984022324,1.30721937439259,1.05425086495464,0.592556461453796,0.374365449918656,0.00949669862180258,1.38003333627807,0.568595375886531,0.970484045179575
"c3.loc56","3",71.183,0.432607148176885,0.456466230116405,1.15222224302983,1.03643877015611,0.515500983006802,0.292067133869494,0.00437285592198577,1.29702550396203,0.472042670780908,1.09762927359651
"c3.loc58","3",73.183,0.296938596773174,0.430676760559123,0.998377088611505,0.99615000863372,0.445438655833073,0.228092397847519,0.0150307266904974,1.19890663560554,0.402356558933164,1.19330739345597
"c3.loc60","3",75.183,0.201876629274267,0.408418209263203,0.860559942054437,0.944761858237428,0.387442546847012,0.182861449660038,0.0384322628375173,1.10263795109785,0.362735667329360,1.25931640836762
"c3.loc62","3",77.183,0.142672264744022,0.391444830518594,0.745540692254821,0.89069381561194,0.343095018264478,0.153914623333009,0.0706398659532397,1.01966420515717,0.349004727849419,1.29998034314028
"D3Mit59","3",79.0484,0.112509260174249,0.380553662819636,0.659495454816266,0.842383528640681,0.313226304143484,0.138402214979834,0.105467192386556,0.958344355920048,0.353682571770406,1.31954660294394
"D4Mit196","4",20.164,0.833502052422062,1.00390212201413,1.7033300327154,2.08959454331801,1.15187260043589,0.99902962549072,0.605876726598126,1.81704582728702,0.859651094115307,0.250204931800312
"c4.loc2","4",22.164,0.775522045330177,0.927946259281981,1.71413625987248,2.19765139669636,1.06369992594321,0.89660253412515,0.482507222444781,1.80033281538888,0.952683750178522,0.341511435145890
"c4.loc4","4",24.164,0.705354130861309,0.825180867580286,1.61698523343026,2.20065315091543,0.9310610589107,0.764584501288283,0.357871192510146,1.69979198764847,1.02501813264229,0.44071393648872
"c4.loc6","4",26.164,0.633395555119591,0.70730794021776,1.43178706858058,2.09121886609364,0.757350965028138,0.609854658167535,0.258662812102216,1.51671654345449,1.05693180044197,0.532693791688644
"c4.loc8","4",28.164,0.572900587393576,0.592215973509383,1.19925555037821,1.88771175473116,0.564446114840507,0.449548534241245,0.210845195951151,1.27141215854434,1.03981035776319,0.603306369347791
"c4.loc10","4",30.164,0.534234602017534,0.497569897679028,0.967934742364321,1.62665378700493,0.385814590361321,0.306064911832863,0.224639203343997,1.00167192990398,0.97904936665448,0.646680033049307
"D4Mit140","4",31.1252,0.524825653110071,0.462968204881065,0.870403108260376,1.49463634932852,0.313129739314803,0.248106512104869,0.250593878671083,0.876843603113002,0.938709475969404,0.658524779711485
