"","chr","pos","rz.F.tot.dens","rz.V.tot.dens","rz.TRAB.GEO.TG.BV.TV","rz.Avg.cort.th","rz.F.Ult.Load","rz.F.Energy.to.failure","rz.F.Stiffness","rz.F.CSMI","rz.F.Ult.Stress","rz.F.toughness"
"c2.loc4","2",35.42236531,0.844289212117653,0.222311579541156,1.49897306178355,0.438150343704383,0.422390972101172,0.397382620764925,0.452145797159682,0.495856798584025,0.90872039602136,0.62814633287576
"c2.loc6","2",37.42236531,0.753984229156296,0.241744001740933,1.49623263639812,0.499032903502414,0.454150597631529,0.439119937807634,0.510443960192785,0.64840915454063,1.07023120892100,0.706858439643563
"c2.loc8","2",39.42236531,0.740136343460996,0.239110227048278,1.56794418236663,0.537363466767187,0.530925091509947,0.484658663755985,0.608269948908771,0.84636717025398,1.20793450945291,0.737462109112161
"c2.loc10","2",41.42236531,0.593001060621292,0.209321179726058,1.57655885698855,0.618858806818925,0.575667202831099,0.530381149000537,0.617126551187775,1.01251505354232,1.35381348478256,0.81577045724739
"c2.loc12","2",43.42236531,0.503356631186433,0.258221438103987,1.64523016429191,0.677092086693588,0.633919460071847,0.633177490768521,0.668842740906862,1.10568399805741,1.36851748841000,0.884722789266172
"c2.loc14","2",45.42236531,0.38176952636797,0.26020894268206,1.63106341865351,0.676112119766909,0.594487516813744,0.658403127017946,0.643041227154727,1.18991351054673,1.42423898718762,0.891207104934677
"c2.loc16","2",47.42236531,0.349728170546294,0.315609101210768,1.68395918357667,0.706806775438544,0.52273021115909,0.689615722669715,0.615144720606153,1.33459564767533,1.48406499903045,0.923644002299842
"c2.loc18","2",49.42236531,0.298760908315346,0.34528756578568,1.65972830439540,0.691341303403072,0.515807193299932,0.699719720209591,0.595351682853427,1.54025061528147,1.47518152480636,0.929665230203216
"D2Mit15","2",50.66003167,0.273667893485739,0.377533322782398,1.71469306414191,0.678726946222517,0.492733216556638,0.723994264532355,0.607213697757155,1.54019249025124,1.49128213474610,0.944955648755925
"c2.loc20","2",51.42236531,0.304831219937873,0.383169391756789,1.74500548685537,0.70340100933614,0.468951634243006,0.674432986391364,0.594766108947273,1.50426927915290,1.44608002406992,0.905385054597791
"c2.loc22","2",53.42236531,0.430954790301855,0.400761696003157,1.78326145006303,0.755497156572915,0.348326550820223,0.564438744748648,0.595824023626823,1.42812722796425,1.37251725126208,0.882332512410785
"c2.loc24","2",55.42236531,0.585814830075942,0.410567863639828,1.93331043984737,0.788062247299397,0.253494315649635,0.456534029137853,0.588206314675515,1.39021411723256,1.42358755902927,0.849222342303
"c2.loc26","2",57.42236531,0.803770011347548,0.445331404726458,2.07385904552140,0.805768625980014,0.168987796074516,0.359687349170979,0.615207997914662,1.34854992729384,1.41095391248857,0.786235487445315
"c2.loc28","2",59.42236531,1.11610157973959,0.470897121314352,2.23374522049557,0.820240745550878,0.136908979071871,0.333342958026798,0.615825127084312,1.14109891721694,1.30227068812901,0.784912295227777
"c2.loc30","2",61.42236531,1.39916149349433,0.450762253528614,2.23870417473305,0.852475598130734,0.119394441679519,0.308164846932170,0.585804996564534,1.02154520948543,1.17816354762639,0.766739230396052
"c2.loc32","2",63.42236531,1.72878443766240,0.460805285776149,2.23535188846880,0.840817526176145,0.0777106477887888,0.252860230823647,0.55390990624028,0.909360439983386,1.16992125386973,0.744910461695152
"D2Mit307","2",63.4227239,1.72940500550226,0.460906562095411,2.23532580507159,0.840660061315394,0.077708677223917,0.252846534525511,0.553802154545633,0.909329894375808,1.16979980590331,0.744892514133955
"c2.loc34","2",65.42236531,2.11799102021543,0.567341677532935,2.0076082634984,0.840746452016318,0.136245829936918,0.247684620764165,0.711860398691756,0.958908515206275,1.09810733421198,0.684033535454357
"c2.loc36","2",67.42236531,2.34550473843826,0.641966489928693,1.76623438540446,0.821797538950077,0.168387426064667,0.231426488097427,0.796527582832751,0.948914664864724,0.987805218604398,0.58488717107652
"c2.loc38","2",69.42236531,2.58351305476687,0.686753682990771,1.53627221876345,0.777747344800046,0.219882890219479,0.214413087333018,0.861095926030586,0.90987263273202,0.85654634510073,0.483631729104733
"c2.loc40","2",71.42236531,3.00396442641872,0.775726871161778,1.25032922920442,0.721576394929509,0.280119913821321,0.20060214830092,0.992348574104647,0.793915270126903,0.662030778678213,0.405781294485183
"c2.loc42","2",73.42236531,3.30397995524195,0.880137884125152,1.00398679955605,0.672865722756749,0.359307621281887,0.204950663663367,1.06171276581545,0.795080315820025,0.559904390126611,0.344032459999318
"c2.loc44","2",75.42236531,3.5921308819721,0.96238880680658,0.882046005848524,0.677259830282854,0.456948530318785,0.181716197392667,1.10155529752062,0.713850411546507,0.369589532779351,0.229290235184455
"D2Mit48","2",77.35774877,3.81622149780595,1.05594319220564,0.813577317557647,0.70988771137199,0.542153600861638,0.162294266250377,1.11714787263151,0.511702042165486,0.259217485922169,0.171552654829592
"c2.loc46","2",77.42236531,3.79787741911467,1.04288776488642,0.800479328211855,0.709185631120791,0.536272060348251,0.16244245866417,1.10742947490815,0.50786824357928,0.254461197869005,0.174726232117790
"c2.loc48","2",79.42236531,3.87097703457427,1.08532463667657,0.798468351123546,0.762103033965984,0.601452969509797,0.20351423700056,1.00146567975058,0.642484487366279,0.288580316445337,0.172427925223730
"c2.loc50","2",81.42236531,3.85808468045732,1.0929503000386,0.796407429953858,0.886443666808948,0.609847575159377,0.227502281457675,0.824004912116556,0.722051633856531,0.305250191011053,0.165596216364046
"c2.loc52","2",83.42236531,3.75911614774055,1.15048672268058,0.859314601259127,1.01488507237508,0.613060774591606,0.265186821176376,0.679815813750478,0.863576488769021,0.292876744384268,0.146614792276296
"c2.loc54","2",85.42236531,3.64239829151406,1.21902329702118,0.931547763605751,1.20385776015426,0.62742086329133,0.261491795946553,0.576423961776278,0.879848858088606,0.243314228422677,0.112509907795096
"c2.loc56","2",87.42236531,3.60442122970602,1.24808527541463,0.97742487826279,1.31550843094514,0.599016641006719,0.249992415185716,0.447005291067525,0.894312092578016,0.194737291818959,0.0764421248946771
"D2Mit456","2",88.993,3.41786206628169,1.31671058279074,0.994049316683831,1.36345339902868,0.557450727757331,0.247977100870642,0.321955923460726,0.840748345850486,0.119300832074417,0.0452805229974847
"D3Mit203","3",10.821,0.203034124890616,0.289501897554185,0.343409976336974,1.59939790354707,1.41518517289500,1.47332815188101,0.695632812662305,1.85512142544928,0.798548340770164,0.644423981781614
"c3.loc2","3",12.821,0.226548618603947,0.316981355562273,0.347738413357975,1.42694275504839,1.28147042557296,1.23170137640495,0.70972523620091,1.80520025698251,0.75453053808977,0.526384284235239
"c3.loc4","3",14.821,0.294130523388946,0.347470623680991,0.356947551138074,1.32511564839806,1.17102893583296,0.988105349290565,0.736532221773445,1.63477573092381,0.727963352677583,0.419068210041022
"c3.loc6","3",16.821,0.336614787161041,0.363268543569568,0.340505488520111,1.25512564948042,1.19076451727067,0.868162947306549,0.773914997893336,1.54616939320440,0.670319374122383,0.361536483673238
"c3.loc8","3",18.821,0.381395982936008,0.409806784972351,0.315645195744997,1.13916693939039,1.09965734170056,0.743912022602024,0.825780632056405,1.33426610814976,0.582741469721947,0.328903981697139
"c3.loc10","3",20.821,0.454877640598429,0.421173603710095,0.302668758176788,1.04562252866922,0.945019170442441,0.569217703221987,0.81449208996467,1.20417628010950,0.51719317792024,0.297317056623306
"c3.loc12","3",22.821,0.483326642336063,0.419291052517949,0.280149894494011,0.97678516800267,0.829726055500628,0.446851906743162,0.787707202834117,1.00579869626882,0.510503394807917,0.3307180124342
"c3.loc14","3",24.821,0.455523574751222,0.478068795911677,0.274363270747882,0.867549245910028,0.710718350993184,0.365094232388608,0.876251559839046,0.95573128979239,0.466148389845029,0.328866964329218
"c3.loc16","3",26.821,0.455186940501051,0.528826815302649,0.288715849235894,0.798236129594984,0.587803709972145,0.305152253996187,0.819650016195966,0.847837950840009,0.407632139206676,0.323032334798271
"c3.loc18","3",28.821,0.398841350276431,0.548308669622934,0.29949214506953,0.704683609098453,0.456089201828201,0.260973486779326,0.849973773516206,0.698771992855888,0.341813641228911,0.382506107943978
"c3.loc20","3",30.821,0.384845860203929,0.64722116115384,0.288686035674971,0.689842329217702,0.358424068783744,0.259832921284034,0.78039352375477,0.590646145531141,0.287718301042621,0.453849027793169
"c3.loc22","3",32.821,0.379846370077839,0.601547408467557,0.268570601156231,0.620812348968386,0.255914750816758,0.261861773601167,0.783494092758974,0.436888306504304,0.239723508085698,0.511921104458829
"c3.loc24","3",34.821,0.353228995571936,0.595352660456041,0.255102116475222,0.562135121543476,0.169598610559170,0.319893211955356,0.722837826474812,0.353296377175662,0.218484078955399,0.629117356592945
"D3Mit137","3",34.914,0.357780121069076,0.593699297844547,0.255989664232592,0.555732424919296,0.169294053442764,0.324005002281895,0.724492594863091,0.345793767564327,0.217729688338967,0.635195951853006
"c3.loc26","3",36.821,0.264105455219293,0.62812660202445,0.311512935372075,0.587317576727232,0.164232477410258,0.458209432733357,0.641439023300485,0.296138661558753,0.261914003409444,0.808623304294914
"c3.loc28","3",38.821,0.174932026834435,0.627988469451716,0.382839202759743,0.609547062668652,0.169312956436703,0.62427508775422,0.537491396472249,0.231785718674055,0.238269146809925,0.95127742102342
"c3.loc30","3",40.821,0.102201999280974,0.639870905022817,0.439636450939103,0.5904349602721,0.153604127043732,0.71459290419319,0.466962577928143,0.160267349201434,0.196341592851640,0.99774465483098
"c3.loc32","3",42.821,0.0747604808649848,0.544324687362325,0.444864590648464,0.577532622650644,0.143825013560376,0.882549948356884,0.300514135039424,0.0978281427655466,0.141095653412790,1.11512016782910
"D3Mit77","3",44.301,0.0354489507662276,0.477520112143006,0.426035643046719,0.521893165784604,0.122345667459914,0.931407045575645,0.215135711628504,0.0573070729058918,0.085584297969947,1.12600483134189
"c3.loc34","3",44.821,0.0471964446634938,0.489530929861273,0.459646444842345,0.505196934887329,0.134379148436636,0.923492834648154,0.218828553403208,0.07315536515825,0.105081249368665,1.12859317574691
"c3.loc36","3",46.821,0.095181856089746,0.512566443617717,0.477609515088623,0.514442248564293,0.166671286477205,0.907277032932599,0.243446171879155,0.120247055104786,0.141798565694914,1.14189427815019
"c3.loc38","3",48.821,0.124366112716113,0.520129919014233,0.48651502491909,0.500434566139578,0.206550791637301,0.869004524094066,0.273452052854648,0.180193721384662,0.180575947654617,1.12269043332380
"c3.loc40","3",50.821,0.164091024944563,0.483571311942815,0.495962289571319,0.470717980077432,0.248641382543259,0.872882174066109,0.265101393053772,0.239776941748279,0.204520921168607,1.12415479844718
"c3.loc42","3",52.821,0.185191477567184,0.398367325767091,0.423758085404796,0.513577117728808,0.278139652271884,0.806927101876303,0.291824764716084,0.25734368002248,0.21636857657324,1.06421865409121
"c3.loc44","3",54.821,0.196057844171839,0.367963487203887,0.385925833687186,0.558927557629177,0.329169962271838,0.781739689758885,0.314259336126960,0.309405453356849,0.252520949537268,1.00264952074805
"c3.loc46","3",56.821,0.223595528209238,0.308203414431665,0.334935257647377,0.550517811819124,0.435455645059423,0.75955929081415,0.367846251259098,0.315443359071019,0.249623533615612,0.998229326072933
"c3.loc48","3",58.821,0.230322751627205,0.284665970733716,0.296998061065234,0.59722700093745,0.485035352825866,0.757298743784313,0.399161915503792,0.338623899422809,0.268648755089693,0.987856716019024
"c3.loc50","3",60.821,0.228502297416944,0.255975323803677,0.308006527360325,0.626541887656294,0.547925369243529,0.731223575562828,0.389937928251805,0.369514317683428,0.257409052832285,0.974638861678767
"c3.loc52","3",62.821,0.217428824946764,0.236265133902689,0.267604717951075,0.66156494307747,0.575179145406238,0.71056069724016,0.389059342446991,0.350380984215116,0.249247794499433,0.898768420748737
"c3.loc54","3",64.821,0.205007751686089,0.211181561943947,0.242817663666744,0.702406905889334,0.61708575772265,0.693736708037616,0.397644702591383,0.337001087978751,0.224788999200172,0.882160718908413
"D3Mit258","3",66.685,0.213471956674096,0.251506181434644,0.281768070988254,0.760183496003841,0.691754187541848,0.643546448159968,0.436226160567894,0.320808576877064,0.193175047701167,0.80747170308344
"c3.loc56","3",66.821,0.224410054731708,0.261949272798368,0.287269469635113,0.763857835494772,0.706798404288591,0.652730917079917,0.437019473217462,0.322503519495906,0.194414219738322,0.811547063408464
"c3.loc58","3",68.821,0.289521442353209,0.255302039796067,0.381875267763118,0.969027137923966,0.716591374870875,0.639743255371174,0.420138163976462,0.281356747635354,0.254658379226225,0.842919536489755
"c3.loc60","3",70.821,0.334222997569408,0.269274623354248,0.431429735396919,1.05444708732713,0.694860221255385,0.610271800195951,0.380699046690787,0.264664496335964,0.282506944442319,0.844302512148539
"c3.loc62","3",72.821,0.453835354253562,0.315187252081811,0.495821426148904,1.32557302894429,0.775163594476706,0.612105406897094,0.399290095519986,0.23328774662825,0.315346433100296,0.840896742510257
"c3.loc64","3",74.821,0.543109221664306,0.342684653470547,0.622881179985827,1.44335175135702,0.796693499125468,0.643683382460394,0.4060783768952,0.192932295850579,0.335698598208876,0.860789359773334
"c3.loc66","3",76.821,0.667229148427576,0.361129150723483,0.698517513380396,1.56572544327479,0.768188146469531,0.568335399424026,0.426227101245913,0.144939822122599,0.360982553613382,0.791141361961465
"c3.loc68","3",78.821,0.792103740169116,0.418948191672452,0.809915945772923,1.63867989940429,0.751997683404867,0.562317084354794,0.416424330637041,0.104787679654793,0.371784871563995,0.767321855499118
"D3Mit19","3",80.73315904,0.89671835452411,0.43419525053839,0.929407517181583,1.77640400194120,0.690716030907509,0.541362796801332,0.435073769220514,0.0629810847463734,0.374368834851519,0.725010211222015
"D4Mit149","4",2.041676635,1.18240460490744,0.541089069958609,0.305280370594731,0.156396833261898,1.22101393150743,0.652884984165622,1.07203336957074,0.336057480298862,0.147473512323472,0.292023841792732
"c4.loc2","4",4.041676635,1.35895446277228,0.653647236770359,0.385890668086059,0.288309406480477,1.44420200464493,0.773655483155445,1.19698379214638,0.32854191027533,0.284121388290841,0.427998118477156
"c4.loc4","4",6.041676635,1.5743788129263,0.740400870959063,0.453321905221731,0.439930673078728,1.73654181645302,0.952855790019569,1.27201092076255,0.351322255117192,0.433506822465295,0.571706085584669
"c4.loc6","4",8.041676635,1.70726746708478,0.838851683389063,0.480376810529659,0.577202088476898,1.92142292831705,1.03876822601920,1.27961168615875,0.327154704189832,0.574054616686146,0.655647372523384
"c4.loc8","4",10.041676635,1.74083389689938,0.977863789774422,0.521792129385433,0.742827738240159,2.19257383598443,1.21147516176861,1.42611590199128,0.341314092062733,0.710712303161355,0.768360913587507
"c4.loc10","4",12.041676635,1.90892152038807,1.20832786938759,0.655500512809879,0.990639333901031,2.44778866769288,1.42368856298590,1.53478320063296,0.336660685564617,0.865499144746816,0.94422592504448
"c4.loc12","4",14.041676635,1.99600820451826,1.43918002132353,0.803275014844322,1.25611340723945,2.71286911898778,1.57703264607144,1.64859726114115,0.331216596236361,1.03038633834667,1.06018898428020
"c4.loc14","4",16.041676635,2.02097228600223,1.66387333501300,0.931579942480956,1.4868836721054,2.93181745062136,1.69931686099893,1.75681406285302,0.340167249152749,1.12892264247477,1.15782902412202
"c4.loc16","4",18.041676635,2.15707197460222,1.88262631610529,1.08574449393510,1.67116688696211,3.12296223198122,1.7680035845735,1.74597129573622,0.287618186492186,1.31578655001771,1.29823776955823
"c4.loc18","4",20.041676635,2.14236730916609,2.14266040353477,1.22551359452298,1.86192723340408,3.28520717188285,1.81826563056139,1.75512309545204,0.297756025182579,1.48145371734362,1.32486044009103
"c4.loc20","4",22.041676635,2.25350601846819,2.38115236666623,1.39487033781722,2.06729225275258,3.55309242070529,1.98124912123447,1.81564782990868,0.259839988737002,1.73969291291308,1.52968051867028
"c4.loc22","4",24.041676635,2.26659169021377,2.67261005067164,1.52143678291003,2.20362259360725,3.58465514485984,2.02333779955954,1.58582612445837,0.217893944777148,1.82235761123086,1.60526646713388
"D4Mit214","4",24.16014173,2.25670241545345,2.6883164481504,1.52339186305081,2.20827322844865,3.59724889381662,2.03966991176304,1.58441022980272,0.216489816818145,1.81753166452785,1.60746933406271
"c4.loc24","4",26.041676635,3.31245312834825,3.45682618700148,2.02321640761930,2.74624786569409,4.45070137966022,2.45153955311158,2.03774995591878,0.259916885985441,1.99146189004154,1.82661430156652
"c4.loc26","4",28.041676635,4.6406441179012,4.31712351517157,2.60958340734928,3.35486929525791,5.65596679867504,3.17501501852323,2.56583350717358,0.370151990116980,2.24973164353538,2.28709635419369
"c4.loc28","4",30.041676635,6.53234661996765,5.34827069278061,3.21948452493985,4.14724921898442,7.13506005471448,3.93792828725217,2.97851757341482,0.414034652689151,2.55908364204258,2.75910388965305
"c4.loc30","4",32.041676635,7.92990684138289,6.45403439662905,3.93176720486108,4.68891867583324,8.27523332363294,4.5824444233232,3.80424140745851,0.495009063302651,2.78053082059898,3.07020479707592
"c4.loc32","4",34.041676635,9.62082164208532,7.78949489506932,4.60677079175668,5.67128266476079,9.76946058431927,5.20932767316833,4.31479168427271,0.524996134806775,3.17148665990703,3.54474036826888
"c4.loc34","4",36.041676635,11.5200138838094,9.166748387039,5.01043725248735,6.19334864460554,11.2129015207270,5.86434227030266,4.84300325808638,0.598219415357391,3.56768910411453,4.04455211262735
"c4.loc36","4",38.041676635,13.1021286639041,10.0657362623015,5.66364255533801,6.61242457660697,12.3873208946102,6.4751537032609,5.28461707621395,0.638209019641752,3.77961096092784,4.44128964971163
"c4.loc38","4",40.041676635,14.401238719461,10.7204685358742,6.27213509324987,7.18257164750249,13.3628969371531,7.02868714943203,5.80597252301283,0.736067394056858,3.82319574451903,4.6825214818576
